,California governor,Schools might,Woman on,do not,"fall, university",flight where,floats idea,governor floats,idea of,if they,in July,in the,might not,not recover,not reopen,not wearing,of school,on packed,packed flight,passengers were,president says,recover if,reopen in,restarting in,school restarting,"the fall,",they do,university president,wearing masks,were not,where passengers
0,0.13732653608351372,0.0,0.0,0.0,0.0,0.0,0.13732653608351372,0.13732653608351372,0.13732653608351372,0.0,0.13732653608351372,0.0,0.0,0.0,0.0,0.0,0.13732653608351372,0.0,0.0,0.0,0.0,0.0,0.0,0.13732653608351372,0.13732653608351372,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.12206803207423442,0.0,0.0,0.12206803207423442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12206803207423442,0.0,0.12206803207423442,0.12206803207423442,0.12206803207423442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12206803207423442,0.12206803207423442,0.12206803207423442
2,0.0,0.07847230633343641,0.0,0.07847230633343641,0.07847230633343641,0.0,0.0,0.0,0.0,0.07847230633343641,0.0,0.07847230633343641,0.07847230633343641,0.07847230633343641,0.07847230633343641,0.0,0.0,0.0,0.0,0.0,0.07847230633343641,0.07847230633343641,0.07847230633343641,0.0,0.0,0.07847230633343641,0.07847230633343641,0.07847230633343641,0.0,0.0,0.0
